source,destination,type,segments
/service-manual/making-software/open-standards-and-licencing,/service-manual/technology/working-with-open-standards,,
/service-manual/user-centred-design/resources/forms,/service-manual/design,,
/set-up-and-run-limited-partnership/changes-you-must-report,/guidance/set-up-and-run-a-limited-partnership,,
/set-up-business-uk/national-insurance-and-vat,/set-up-business,,
/set-up-business-uk/setting-up-a-bank-account,/set-up-business,,
/taxable-income/tax-free-income,/income-tax,,
/tourism-financial-assistance-shetland-islands,/business-finance-support,,
/transformation/lasting-power-of-attorney.html,/transformation/exemplars/lasting-power-of-attorney.html,,
/transformation/renew-patent,/transformation/exemplars/renew-patent,,
/using-the-road-159-to-203/the-road-user-and-the-law,/guidance/the-highway-code/annex-4-the-road-user-and-the-law,,
/vat-consumers/where-you-see-vat,/tax-on-shopping/where-you-see-vat,,
/vat/taxfree-shopping,/tax-on-shopping/taxfree-shopping,,
/who-can-sign-passport-driving-licence-applications,/countersigning-passport-applications,,
/government/statistics/announcements/ambulance-services-in-wales,/government/statistics/ambulance-services-in-wales-august-2014--2,,
/government/statistics/announcements/hospital-patient-care-in-accident-and-emergency-provisional-april-2014-to-march-2015,/government/statistics/announcements/hes-for-admitted-patient-care-outpatient-and-ae-provisional-monthly-data-april-2014-to-march-2015,,
/government/statistics/announcements/nhs-sickness-absence-rates-provisional-statistics-april-2014-to-june-2014,/government/statistics/nhs-sickness-absence-rates-april-2014-to-june-2014,,
/government/statistics/announcements/nhs-stop-smoking-services-statistics-in-england-april-2014-to-june-2014,/government/statistics/nhs-stop-smoking-services-statistics-in-england-april-2014-to-june-2014,,
/government/statistics/announcements/smoking-statistics-in-england-2014,/government/statistics/smoking-statistics-in-england-2014--2,,
/government/statistics/announcements/stop-smoking-services-statistics-in-england-april-2014-to-december-2014--3,/government/statistics/announcements/stop-smoking-services-statistics-in-england-april-2014-to-december-2014,,
/government/publications/safety-information-from-manufacturers-field-safety-notices/field-safety-notices-1-to-5-june-2015,/drug-device-alerts/field-safety-notices-1-to-5-june-2015,,
/government/publications/safety-information-from-manufacturers-field-safety-notices/field-safety-notices-13-to-17-july-2015,/drug-device-alerts/field-safety-notices-13-to-17-july-2015,,
/government/publications/safety-information-from-manufacturers-field-safety-notices/field-safety-notices-19-to-23-january-2015,/drug-device-alerts/field-safety-notices-19-to-23-january-2015,,
/government/publications/safety-information-from-manufacturers-field-safety-notices/field-safety-notices-20-to-24-april-2015,/drug-device-alerts/field-safety-notices-20-to-24-april-2015,,
/browse/abroad/travel-abroad/pet-travel-and-welfare,/topic/animal-welfare/pets,,
/browse/business/generating-energy/increasing-energy-efficiency,/topic/climate-change-energy/energy-efficiency,,
/browse/business/imports-exports/import-and-export-controls,/government/collections/import-and-export-controls,,
/browse/business/manufacturing/import-and-export-of-manufactured-goods,/government/collections/import-and-export-of-manufactured-goods,,
/browse/citizenship/government/visiting-publicly-owned-buildings,/topic/government/government-owned-property-land,,
/browse/driving/businesses/environmental-management-for-transport,/topic/transport/environment,,
/browse/employing-people/recruiting-hiring/criminal-record-disclosure,/topic/crime-policing/criminal-record-disclosure,,
/browse/justice/rights/gun-and-weapon-controls-in-northern-ireland,/topic/crime-policing/policing-crime-prevention,,
/browse/visas-immigration/sponsoring-workers-students/endorsing-sponsoring-and-supporting-visa-applicants,/topic/immigration-operational-guidance/sponsorship,,
/business-support-grant-wales,/business-finance-support,prefix,
/change-photo-driving-licence,/renew-driving-licence,,
/check-mot-status-vehicle,/check-mot-status,,
/community-legal-advice,/civil-legal-advice,,
/design-principles/style-guide/case-studies,/guidance/content-design/content-types,,
/design-principles/style-guide/consultations,/guidance/content-design/content-types,,
/design-principles/style-guide/organisation-homepage,/guidance/content-design/content-types,,
/driving-theory-practical-test-fees,/driving-test-cost,,
/government/organisations/department-for-environment-food-rural-affairs/groups/supervisory-board,/government/organisations/department-for-environment-food-rural-affairs/about/our-governance,,
/government/organisations/ministry-of-defence/groups/defence-council,/government/organisations/ministry-of-defence/about/our-governance,,
/government/organisations/teaching-agency,/government/organisations/national-college-for-teaching-and-leadership,,
/government/people/rita-kabaria-french,/government/people/rita-french,,
/government/topical-events/friends-of-yemen,/government/topical-events/friends-of-yemen-2013,,
/government/topics/public-spending,/government/topics/government-spending,,
/highway-code-penalties/penalty-points-and-disqualification,/guidance/the-highway-code/annex-5-penalties,,
/income-tax-reliefs/pension-contributions-tax-relief,/tax-on-your-private-pension/pension-tax-relief,,
/lanarkshire-business-consultancy-support-south-lanarkshire,/business-finance-support,,
/lostnationalinsurancenumber,/lost-national-insurance-number,,
/misleadingwebsites,/report-suspicious-emails-websites-phishing,,
/motorcycle-practical-test/overview,/motorcycle-test/book-tests,,
/nationalinsurancecredits,/national-insurance-credits,prefix,
/one-stop-services,/asylum-helplines,,
/practical-driving-test-for-cars/special-needs,/driving-test/disability-health-condition-or-learning-difficulty,,
/prepare-for-a-flood/make-a-flood-plan,/prepare-for-flooding/future-flooding,,
/research-family-history-general-register-office,/research-family-history,,
/road-users-requiring-extra-care-204-to-225/overview-204,/guidance/the-highway-code/road-users-requiring-extra-care-204-to-225,,
/rules-about-animals-47-to-58/horsedrawn-vehicles-47-to-48,/guidance/the-highway-code/rules-about-animals-47-to-58,,
/self%20assessment,/topic/personal-tax/self-assessment,,
/service-manual/user-centred-design/resources/patterns/done-pages.html,/service-manual/design/feedback-pages,,
/set-up-and-run-limited-partnership/register-your-limited-partnership,/guidance/set-up-and-run-a-limited-partnership,,
/set-up-business-uk/employing-people,/employing-staff,,
/transformation/apply-for-student-finance.html,/transformation/exemplars/apply-for-student-finance.html,,
/transformation/court-claims.html,/transformation/exemplars/court-claims.html,,
/transformation/register-as-tax-agent,/transformation/exemplars/agent,,
/using-the-road-159-to-203/pedestrian-crossings-191-to-199,/guidance/the-highway-code/using-the-road-159-to-203,,
/using-the-road-159-to-203/road-junctions-170-to-183,/guidance/the-highway-code/using-the-road-159-to-203,,
/vat-consumers/taxfree-shopping,/tax-on-shopping/taxfree-shopping,,
/vat/where-you-see-vat,/tax-on-shopping/where-you-see-vat,,
/waiting-and-parking/waiting-and-parking-238,/guidance/the-highway-code/waiting-and-parking-238-to-252,,
/government/statistics/announcements/childrens-centres-inspections-and-outcomes-september-2013-to-august-2014--3,/government/statistics/announcements/childrens-centres-inspections-and-outcomes-september-2013-to-august-2014--2,,
/government/statistics/announcements/childrens-homes-inspection-outcomes-april-to-june-2014,/government/statistics/announcements/childrens-homes-inspection-outcomes-april-to-june-2014--2,,
/government/statistics/announcements/feed-in-tariff-deployment-statistics-september-2014-data,/government/statistics/feed-in-tariff-commissioned-installations-september-2014,,
/government/statistics/announcements/fruit-and-vegetable-wholesale-prices-november-2014,/government/statistics/announcements/fruit-and-vegetable-wholesale-prices-december-2014,,
/government/statistics/announcements/hes-mhmds-data-linkage-report-summary-statistics-july-2014,/government/statistics/announcements/hes-mhmds-data-linkage-report-experimental-summary-statistics-july-2014,,
/government/statistics/announcements/local-authority-child-protection-registers-in-wales-2014,/government/statistics/local-authority-child-protection-registers-in-wales-2014,,
/government/statistics/announcements/mental-health-minimum-data-set-mhmds-in-england-final-reports-june-2014--2,/government/statistics/mental-health-minimum-data-set-mhmds-in-england-final-reports-july-2014-and-provisional-august-2014,,
/government/statistics/announcements/mental-health-minimum-data-set-mhmds-in-england-final-reports-june-2014-and-provisional-july-2014,/government/statistics/mental-health-minimum-data-set-reports-monthly-final-june-2014-and-provisional-july-2014-summary-statistics-and-related-information-england,,
/government/statistics/announcements/mental-health-minimum-data-set-mhmds-in-england-final-reports-june-final-and-july-provisional-2014,/government/statistics/mental-health-minimum-data-set-mhmds-in-england-final-reports-july-2014-and-provisional-august-2014,,
/government/statistics/announcements/mental-health-minimum-data-set-mhmds-in-england-reports-may-refresh-and-june-provisional-2014,/government/statistics/announcements/mental-health-minimum-data-set-mhmds-in-england-final-reports-may-2014-and-provisional-june-2014,,
/government/statistics/announcements/monthly-statistics-of-building-materials-and-components-no-479-january-2015,/government/statistics/building-materials-and-components-statistics-january-2015,,
/government/statistics/announcements/nhs-staff-earnings-estimates-provisional-statistics-march-2015--3,/government/statistics/announcements/nhs-staff-earnings-estimates-provisional-statistics-march-2015--2,,
/government/statistics/announcements/vat-bulletin-november-2014,/government/statistics/announcements/vat-bulletins-november-2014,,
/government/statistics/insolvency-statistics-july-to-september-2014-q3-2014,/government/statistics/insolvency-statistics-july-to-september-2014,,
/government/publications/safety-information-from-manufacturers-field-safety-notices/field-safety-notices-14-to-18-september-2015,/drug-device-alerts/field-safety-notices-14-to-18-september-2015,,
/government/publications/safety-information-from-manufacturers-field-safety-notices/field-safety-notices-16-to-20-february-2015,/drug-device-alerts/field-safety-notices-16-to-20-february-2015,,
/government/publications/safety-information-from-manufacturers-field-safety-notices/field-safety-notices-2-to-6-march-2015,/drug-device-alerts/field-safety-notices-2-to-6-march-2015,,
/trade-tariff/geographical_areas,https://www.trade-tariff.service.gov.uk/trade-tariff/geographical_areas,prefix,preserve
/browse/business/farming/farming-and-the-environment,/topic/environmental-management/land-management,,
/browse/business/waste-environment/climate-change-planning-and-preparation,/topic/climate-change-energy,,
/browse/business/waste-environment/healthcare-waste-management,/topic/environmental-management/waste,,
/browse/citizenship/coasts-countryside/flooding-and-coastal-change,/topic/environmental-management/flooding-coastal-change,,
/browse/citizenship/international-development/development-funding-ngos,/international-development-funding,,
/browse/housing/local-councils/development-of-the-arts-sport-and-heritage-for-local-communities,/topic/local-communities/arts-culture-sport,,
/browse/housing/local-councils/tenancies-and-leases,/topic/housing/tenancies-leases,,
/claiming-benefits-move-travel-abroad,/claim-benefits-abroad,prefix,
/design-principles/style-guide/document-collections,/guidance/content-design/content-types,,
/disclosure,/dbs-update-service,,
/driver-certificate-of-professional-competence-cpc/driver-cpc-periodic-training,/driver-cpc-training,,
/driver-certificate-of-professional-competence-cpc/when-you-dont-need-driver-cpc,/become-lorry-bus-driver/when-you-dont-need-driver-cpc,,
/dsa-practical-test-booking-data-protection,/dvsa-driving-test-booking-service-data-protection,,
/government/collections/statistics-school-workforce--2,/government/collections/statistics-performance-tables,,
/government/groups/87,/guidance/smart-meters-information-for-industry-and-other-stakeholders,,
/government/groups/horizon-scanning-centre,/government/groups/horizon-scanning-programme-team,,
/government/organisations/ministry-of-defence/groups/defence-board,/government/organisations/ministry-of-defence/about/our-governance,,
/government/organisations/nuclear-decommissioning-authority/groups/nda-board-and-executive-team,/government/organisations/nuclear-decommissioning-authority/about/our-governance,,
/government/organisations/the-uk-trade-and-investment-defence-and-security-organisation,/government/organisations/uk-trade-and-investment-defence-and-security-organisation,,
/government/policy-advisory-groups,/government/groups,prefix,
/government/publications/service-personnel-and-veterans-agency-spva-annual-report-and-accounts-2009-and-2010-wrong-url-seems-to-have-been-included,/government/publications/service-personnel-and-veterans-agency-spva-annual-report-and-accounts-2009-and-2010,,
/government/speeches/edward-timpson-speech-at-a-community-care-live-event-on-child-sexual-exploitation,/government/speeches/edward-timpson-speaks-to-the-community-care-live-conference-about-social-work-reform,,
/government/topical-events/ebola-government-response,/government/topical-events/ebola-virus-government-response,,
/government/topical-events/shared-parental-leave,/shared-parental-leave-and-pay,,
/government/uploads/system/uploads/attachment_data/file/338660/conflicts-of-interest.pdf,/government/publications/csc-in-the-uk-conflicts-of-interest,,
/government/uploads/system/uploads/attachment_data/file/351186/AcoRD_-__FAQs__updated_August_2014_-_for_publication.pdf,/government/uploads/system/uploads/attachment_data/file/540792/Annex_B_new_acc.pdf,,
/government/uploads/system/uploads/attachment_data/file/510962/BIS-16-79-blowing-the-whistle-to-a-prescribed-person.pdf,/government/publications/blowing-the-whistle-list-of-prescribed-people-and-bodies--2/whistleblowing-list-of-prescribed-people-and-bodies,,
/jobs-jobsearch,/jobsearch,,
/pay-legalisation-post/confirm,/get-document-legalised,,
/pay-register-birth-abroad/confirm,/register-a-birth,,
/renewableheatincentive/what-youll-get,/non-domestic-renewable-heat-incentive,,
/return-to-work-credit/eligibility,/return-to-work-credit,,
/rules-powered-wheelchairs-mobility-scooters-36-46/on-the-road-41-to-46,/guidance/the-highway-code/rules-for-users-of-powered-wheelchairs-and-mobility-scooters-36-to-46,,
/selfassment,/topic/personal-tax/self-assessment,,
/service-manual/user-centred-design/resources/buttons,/service-manual/design/using-the-govuk-template-frontend-toolkit-and-elements,,
/set-up-and-run-limited-partnership/registered-address,/guidance/set-up-and-run-a-limited-partnership,,
/set-up-business-uk/licences,/licence-finder,,
/support/government-gateway,/help,,
/transformation/apply-registered-traveller,/transformation/exemplars/apply-registered-traveller,,
/transformation/apprenticeships,/transformation/exemplars/apprenticeships,,
/uk-border-agency,/contact-ukvi-inside-outside-uk,,
/vat/vat-on-energysaving-products,/tax-on-shopping/energy-saving-products,,
/voa/revalution,/introduction-to-business-rates/revaluation,,
/wind-up-a-company-that-owes-you-money/forms-and-fees,/wind-up-a-company-that-owes-you-money/apply,,
/government/statistics/announcements/english-housing-survey-profile-of-english-housing-report-2013,/government/statistics/announcements/english-housing-survey-profile-of-english-housing-report-2013--2,,
/government/statistics/announcements/hes-mhmds-data-linkage-report-experimental-summary-statistics-february-2015,/government/statistics/announcements/hes-mhmds-data-linkage-report-summary-statistics-february-2015,,
/government/statistics/announcements/water-abstarction-estimates,/government/statistics/water-abstraction-estimates,,
/government/publications/safety-information-from-manufacturers-field-safety-notices/field-safety-notices-26-to-30-january-2015,/drug-device-alerts/field-safety-notices-26-to-30-january-2015,,
/government/publications/safety-information-from-manufacturers-field-safety-notices/field-safety-notices-6-to-13-july-2015,/drug-device-alerts/field-safety-notices-6-to-13-july-2015,,
/government/uploads/system/uploads/attachment_data/file/192528/Enterprise_Finance_Guarantee_Business_Sectors_and_Purposes.pdf,http://british-business-bank.co.uk/wp-content/uploads/2015/02/BBB-011114-44-EFG-business-sectors-and-purposes.pdf,,
/trade-tariff/sections,https://www.trade-tariff.service.gov.uk/trade-tariff/sections,prefix,preserve
/browse/business/licences/oil-and-gas-licensing,/topic/oil-and-gas/licensing,,
/browse/business/science/clinical-trials,/topic/medicines-medical-devices-blood/clinical-trials-investigations,,
/browse/business/waste-environment/environmental-regulations,/topic/environmental-management,,
/browse/citizenship/international-development,/international-development-funding,,
/creditor-bankruptcy-petitions,/apply-to-bankrupt-someone,prefix,
/criminal-records-bureau,/disclosure-barring-service-check/contact-disclosure-and-barring-service,,
/disabilitywork,/looking-for-work-if-disabled,prefix,
/driving-adverse-weather-conditions-226-to-237/fog-234-to-236,/guidance/the-highway-code/driving-in-adverse-weather-conditions-226-to-237,,
/driving-adverse-weather-conditions-226-to-237/hot-weather-237,/guidance/the-highway-code/driving-in-adverse-weather-conditions-226-to-237,,
/exchange-paper-driving-licence-photocard-licence,/exchange-paper-driving-licence,,
/expenses-and-benefits-tips-and-service-charges/whats-exempt,/running-payroll/payments,,
/government/organisations/cabinet-office/groups/privy-council,/government/organisations/privy-council-office,,
/government/organisations/department-for-communities-and-local-government/groups/audit-and-risk-committee--2,/government/organisations/department-for-communities-and-local-government/about/our-governance,,
/government/organisations/department-for-communities-and-local-government/groups/dclg-management-board,/government/organisations/department-for-communities-and-local-government/about/our-governance,,
/government/organisations/hm-land-registry,/government/organisations/land-registry,,
/government/organisations/the-office-of-the-schools-commissioner,/government/people/frank-green,,
/government/policies.it,/government/policies,,
/government/uploads/system/uploads/attachment_data/file/434834/Scottish_taxpayer_guidance_TechNote.pdf,/government/publications/scottish-rate-of-income-tax-technical-guidance-on-scottish-taxpayer-status,,
/government/uploads/system/uploads/attachment_data/file/525740/IP-Connect-June-2016-Issue-35.pdf,/government/uploads/system/uploads/attachment_data/file/525856/IP-Connect-June-2016-Issue-35.pdf,,
/government/world/organisations/british-embassy-madrid/office/british-consulate-general-madrid,/world/organisations/british-consulate-general-madrid/office/british-consulate-general-madrid,,
/in-work-credit/eligibility,/in-work-credit,,
/in-work-credit/how-to-claim,/in-work-credit,,
/ohsbas-micro-business-grant,/business-finance-support,,
/packaging-waste-producer-supplier-responsibilities/producers,/guidance/packaging-producer-responsibilities,,
/pay-legalisation-drop-off/start,/get-document-legalised,,
/practical-driving-test-for-cars/cancelled-or-stopped-tests-and-bad-weather,/driving-test/test-cancelled-bad-weather,,
/practical-driving-test-for-cars/what-happens-during-the-test,/driving-test/what-happens-during-test,,
/rules-drivers-motorcyclists-89-to-102/motor-vehicle-documentation-and-learner-driver-requirements,/guidance/the-highway-code/annex-3-motor-vehicle-documentation-and-learner-driver-requirements,,
/rules-for-cyclists-59-to-82/overview-59-to-71,/guidance/the-highway-code/rules-for-cyclists-59-to-82,,
/service-manual/user-centred-design/resources/colour-palettes.html,/service-manual/design/using-the-govuk-template-frontend-toolkit-and-elements,,
/service-manual/user-centred-design/resources/grids,/service-manual/design/using-the-govuk-template-frontend-toolkit-and-elements,,
/service-manual/user-centred-design/resources/writing-for-transactions,/service-manual/design,,
/set-up-business-uk/support-for-businesses-in-the-uk,/business-support-helpline,,
/social-security-child-support-tribunal/going-to-a-tribunal-hearing,/social-security-child-support-tribunal/what-happens-at-the-hearing,,
/start-your-business-newport-and-gwent,/business-finance-support,prefix,
/support/jobs-employment-tools,/help,,
/transformation/apply-for-student-finance,/transformation/exemplars/apply-for-student-finance,,
/transformation/court-claims,/transformation/exemplars/court-claims,,
/transformation/land-registry.html,/transformation/exemplars/land-registry.html,,
/transformation/paye,/transformation/exemplars/paye,,
/transformation/register-as-tax-agent.html,/transformation/exemplars/agent.html,,
/vat-consumers/vat-on-energysaving-products,/tax-on-shopping/energy-saving-products,,
/waiting-and-parking/decriminalised-parking-enforcement,/guidance/the-highway-code/waiting-and-parking-238-to-252,,
/workplace-pensions/types-of-workplace-pensions,/pension-types,,
/government/statistics/announcements/access-arrangements-for-gcse-and-gce-summer-2014,/government/statistics/access-arrangements-for-gcse-and-gce-summer-2014,,
/government/statistics/announcements/critical-care-bed-capacity-and-cancelled-operations-monthly-situation-reports-september-2015,/government/statistics/critical-care-bed-capacity-and-cancelled-operations-monthly-situation-reports-august-2014,,
/government/statistics/announcements/divorces-in-england-and-wales-2013,/government/statistics/announcements/divorces-in-england-and-wales-2013--2,,
/government/statistics/announcements/local-authority-collected-waste-management-statistics-england,/government/statistics/local-authority-collected-waste-management-annual-results,,
/government/statistics/announcements/monthly-sea-fisheries-statistics-january-2015--2,/government/statistics/announcements/monthly-sea-fisheries-statistics-august-2015,,
/government/statistics/announcements/northern-ireland-construction-bulletin-july-to-september-2014,/government/statistics/northern-ireland-construction-bulletin-1-july-to-30-september-2014,,
/government/statistics/announcements/operation-of-police-powers-under-the-terrorism-act-2000-arrests-outcomes-and-stops-searches-quarterly-report-quarterly-update-to-december-2014,/government/statistics/announcements/operation-of-police-powers-under-the-terrorism-act-2000-quarterly-update-to-december-2014,,
/government/publications/safety-information-from-manufacturers-field-safety-notices/field-safety-notices-16-to-20-march-2015,/drug-device-alerts/field-safety-notices-16-to-20-march-2015,,
/government/publications/safety-information-from-manufacturers-field-safety-notices/field-safety-notices-17-to-21-august-2015,/drug-device-alerts/field-safety-notices-17-to-21-august-2015,,
/government/publications/safety-information-from-manufacturers-field-safety-notices/field-safety-notices-20-to-24-july-2015,/drug-device-alerts/field-safety-notices-20-to-24-july-2015,,
/trade-tariff/headings,https://www.trade-tariff.service.gov.uk/trade-tariff/headings,prefix,preserve
/browse/business/generating-energy/energy-security,/topic/climate-change-energy/energy-security,,
/browse/business/generating-energy/generating-low-carbon-energy,/topic/climate-change-energy/low-carbon-energy,,
/browse/business/licences/medicinal-and-medical-device-licenses,/topic/medicines-medical-devices-blood,,
/browse/business/maritime/maritime-and-freshwater-businesses,/government/organisations/maritime-and-coastguard-agency/services-information,,
/browse/citizenship/government/legislative-process-taking-a-bill-through-parliament,/topic/government/legislative-process,,
/browse/citizenship/international-development/development-funding-health,/international-development-funding,,
/browse/citizenship/international-development/development-funding-media,/international-development-funding,,
/browse/housing/local-councils/party-walls,/topic/housing/party-walls,,
/browse/housing/recycling-rubbish/beach-and-street-cleanliness,/topic/environmental-management/waste,,
/browse/working/rights-trade-unions/industrial-compensation,/topic/work-careers/public-service-pensions,,
/business-legal-structures/change-business-structure,/tell-hmrc-changed-business-details,,
/changes-affect-child-benefit,/child-benefit-child-parent-dies,prefix,
/check-an-employees-right-to-work-documents,/check-job-applicant-right-to-work,,
/driving-adverse-weather-conditions-226-to-237/wet-weather-227,/guidance/the-highway-code/driving-in-adverse-weather-conditions-226-to-237,,
/general-rules-all-drivers-riders-103-to-158/general-advice-144-to-158,/guidance/the-highway-code/general-rules-techniques-and-advice-for-all-drivers-and-riders-103-to-158,,
/government/get-involved/take-part/get-involved-with-community-first,/government/get-involved,,
/government/organisations/driver-and-vehicle-standards-agency/groups/directing-board,/government/organisations/driver-and-vehicle-standards-agency/about/our-governance,,
/government/organisations/hm-revenue-customs/groups/scruitiny-committee,/government/organisations/hm-revenue-customs/about/our-governance,,
/government/organisations/medicines-and-healthcare-products-regulatory-agency/groups/mhra-test,/government/organisations/medicines-and-healthcare-products-regulatory-agency,,
/government/organisations/public-health-england/groups/advisory-board,/government/organisations/public-health-england/about/our-governance,,
/government/organisations/rural-payments-agency/groups/our-ministers,/government/organisations/department-for-environment-food-rural-affairs#ministers,,
/government/policies/providing-versatile-agile-and-battle-winning-armed-forces-and-a-smaller-more-professional-ministry-of-defence/supporting-pages/the-armed-forces-covenant,/government/policies/armed-forces-covenant,,
/government/publications/uk-h2mmobility-potential-for-hydrogen-fuel-cell-electric-vehicles-phase-1-results,/government/publications/uk-h2mobility-potential-for-hydrogen-fuel-cell-electric-vehicles-phase-1-results,,
/government/publications/vat-notice-7002-group-and-divisional-registration/vat-notice-7002-group-and-divisional-registration,/government/publications/vat-notice-7002-group-and-divisional-registration/vat-notice-7002-group-and-divisional-registration--2,,
/government/statistics/announcements/personnel-statistics-for-the-northern-ireland-civil-service-2013,/government/statistics/announcements/personnel-statistics-for-the-northern-ireland-civil-service-2014,,
/growing-a-business,/growing-your-business,,
/highway-code-penalties/penalties-and-the-highway-code,/guidance/the-highway-code/annex-5-penalties,,
/how-to-send-self-assessment-online/software-you-can-buy,/software-tax-returns,,
/make-child-maintenance-deductions-employee-pay,/child-maintenance-for-employers,prefix,
/owning-river-canal-boat,/owning-a-boat,prefix,
/register-for-self-assessment/overview,/log-in-file-self-assessment-tax-return,,
/return-to-work-credit/further-information,/return-to-work-credit,,
/return-to-work-credit/how-to-claim,/return-to-work-credit,,
/rules-pedestrians-1-to-35/situations-needing-extra-care-31-to-35,/guidance/the-highway-code/rules-for-pedestrians-1-to-35,,
/selfasessment,/topic/personal-tax/self-assessment,,
/service-manual/making-software/open-standards-and-licencing.html,/service-manual/technology/working-with-open-standards,,
/service-manual/user-centred-design/resources/typography,/service-manual/design/using-the-govuk-template-frontend-toolkit-and-elements,,
/set-up-and-run-limited-liability-partnership/changes-you-must-report,/guidance/set-up-and-run-a-limited-liability-partnership-llp,,
/set-up-and-run-limited-liability-partnership/members-responsibilities,/guidance/set-up-and-run-a-limited-liability-partnership-llp,,
/set-up-business-uk/overview,/set-up-business,,
/sick-leave-pay-employees,/employers-sick-pay,prefix,
/taxable-income/state-benefits-that-are-taxable,/income-tax/taxfree-and-taxable-state-benefits,,
/transformation/redundancy-payment,/transformation/exemplars/redundancy-payment,,
/transformation/renew-patent.html,/transformation/exemplars/renew-patent.html,,
/government/statistics/announcements/criminal-justice-system-statistics-quarterly-to-december-2015,/government/statistics/announcements/criminal-justice-system-statistics-quarterly-december-2015,,
/government/statistics/announcements/monthly-provisional-figures-on-deaths-registered-by-area-of-usual-residence-england-and-wales-july-2014,/government/statistics/deaths-registered-by-area-of-usual-residence-in-england-and-wales-monthly-provisional-july-2014,,
/government/publications/safety-information-from-manufacturers-field-safety-notices/field-safety-notices-15-to-19-june-2015,/drug-device-alerts/field-safety-notices-15-to-19-june-2015,,
