source,destination,type,segments
/government/publications/safety-information-from-manufacturers-field-safety-notices/field-safety-notices-27-to-31-july-2015,/drug-device-alerts/field-safety-notices-27-to-31-july-2015,,
/government/publications/safety-information-from-manufacturers-field-safety-notices/field-safety-notices-31-august-to-4-september-2015,/drug-device-alerts/field-safety-notices-31-august-to-4-september-2015,,
/government/publications/safety-information-from-manufacturers-field-safety-notices/field-safety-notices-5-to-9-october-2015,/drug-device-alerts/field-safety-notices-5-to-9-october-2015,,
/trade-tariff/terms,https://www.trade-tariff.service.gov.uk/trade-tariff/terms,prefix,preserve
/breakdowns-and-incidents-274-to-287/obstructions-279-to-280,/guidance/the-highway-code/breakdowns-and-incidents-274-to-287,,
/browse/business/farming/livestock,/topic/keeping-farmed-animals,,
/browse/business/generating-energy/investing-in-uk-energy,/topic/climate-change-energy,,
/browse/driving/businesses/traffic-and-road-management,/topic/transport/traffic-road-management,,
/browse/environment-countryside/flooding-extreme-weather/flooding-and-coastal-change,/topic/environmental-management/flooding-coastal-change,,
/browse/housing/local-councils/fire-safety-determinations,/topic/public-safety-emergencies/emergencies-preparation-response-recovery,,
/browse/housing/local-councils/local-government-finance,/topic/local-government,,
/browse/housing/local-councils/park-homes,/topic/housing,,
/browse/tax/self-assessment/guidance-for-tax-advisers-and-agents,/government/organisations/hm-revenue-customs,,
/business-programme-princes-charities-young-people-burnley,/business-finance-support/enterprise-programme-for-young-people-uk,,
/crb-criminal-records-bureau-check,/disclosure-barring-service-check,prefix,
/design-principles/style-guide/corporate-information,/guidance/content-design/content-types,,
/design-principles/style-guide/news-stories-and-press-releases,/guidance/content-design/content-types,,
/design-principles/style-guide/statements-to-parliament,/guidance/content-design/content-types,,
/driving-if-disabled,/driving-medical-conditions,prefix,
/expenses-and-benefits-tips-and-service-charges/technical-guidance,/running-payroll/payments,,
/expenses-and-benefits-tips-and-service-charges/what-to-report-and-pay,/running-payroll/payments,,
/forecasting-finances,/write-business-plan,,
/former-users-of-internet-access-for-shared-services-iass,/guidance/defence-gateway,,
/general-rules-all-drivers-riders-103-to-158/multilane-carriageways-133-to-143,/guidance/the-highway-code/general-rules-techniques-and-advice-for-all-drivers-and-riders-103-to-158,,
/government/collections/end-user-devices-security-guidance--2,/government/collections/end-user-devices-security-guidance,,
/government/groups/83,/guidance/smart-meters-information-for-industry-and-other-stakeholders,,
/government/groups/government-digital-service,/government/organisations/government-digital-service,,
/government/history/1-horse-guards,/government/history/1-horse-guards-road,,
/government/organisations/department-for-environment-food-rural-affairs/groups/ministerial-marine-science-group-mmsg,/government/groups/marine-science-co-ordination-committee,,
/government/organisations/radioactive-waste-management/groups/our-executive-team,/government/organisations/nuclear-decommissioning-authority/about/our-governance,,
/government/publications/civil-service-fast-stream-commercial-and-finance/fast-stream-commercial,/government/news/new-fast-stream-website--2,,
/government/world/organisations/british-consulate-general-madrid/office/british-consulate-general-madrid--2,/world/organisations/british-consulate-general-madrid/office/british-consulate-general-madrid,,
/government/world/organisations/british-office-for-somalia,/world/organisations/british-embassy-mogadishu,prefix,
/how-to-send-self-assessment-online/sign-up-for-an-online-account,/log-in-file-self-assessment-tax-return,,
/looking-for-work-if-youre-disabled,/looking-for-work-if-disabled,prefix,
/national-insurance/national-insurance-contributions-how-much-you-pay,/national-insurance/how-much-you-pay,,
/pay-legalisation-drop-off/done,/get-document-legalised,,
/regionalgrowthfund,/guidance/understanding-the-regional-growth-fund,,
/road-works-level-crossings-tramways-288-to-307/road-works-288,/guidance/the-highway-code/road-works-level-crossings-and-tramways-288-to-307,,
/rules-for-cyclists-59-to-82/you-and-your-bicycle,/guidance/the-highway-code/annex-1-you-and-your-bicycle,,
/selfassessement,/topic/personal-tax/self-assessment,,
/service-manual/content-designers/transactions-style-guide.html,/service-manual/design,,
/service-manual/user-centred-design/resources/registration-form.html,/service-manual/design,,
/service-manual/user-centred-design/resources/typography.html,/service-manual/design/using-the-govuk-template-frontend-toolkit-and-elements,,
/set-up-business-uk/register-your-business-in-the-uk,/set-up-business,,
/statepension,/state-pension,prefix,
/support/accessibility,/help/accessibility,,
/support/linking-to-govuk,/help/about-govuk,,
/support/terms-conditions,/help/terms-conditions,,
/taxable-income/overview,/income-tax,,
/towing-with-car/car-trailer-practical-test,/car-trailer-driving-test,,
/transformation/apply-carers-allowance.html,/transformation/exemplars/apply-carers-allowance.html,,
/understand-self-assessment-statement/change-your-payments-on-account,/understand-self-assessment-bill/payments-on-account,,
/vat-consumers/vat-and-older-people,/tax-on-shopping/mobility-aids,,
/government/statistics/announcements/aggregates-levy-bulletin-january-2015--2,/government/statistics/announcements/aggregates-levy-bulletin-january-2015,,
/government/statistics/announcements/childrens-centres-inspections-and-outcomes,/government/statistics/announcements/childrens-centres-inspections-and-outcomes--3,,
/government/statistics/announcements/improving-access-to-psychological-therapies-iapt-in-england-final-data-quality-reports-june-2014-and-provisional-july-2014,/government/statistics/mental-health-minimum-data-set-reports-monthly-final-june-2014-and-provisional-july-2014-summary-statistics-and-related-information-england,,
/government/statistics/announcements/milk-utilisation-by-dairies-in-england-and-wales-september-2014,/government/statistics/announcements/milk-utilisation-by-dairies-england-and-wales-september-2014,,
/government/statistics/announcements/the-effects-of-taxes-and-benefits-on-household-income-household-disposable-income-and-inequality-finanacial-year-ending-march-2014,/government/statistics/announcements/household-disposable-income-and-inequality-financial-year-ending-march-2014,,
/government/publications/safety-information-from-manufacturers-field-safety-notices/field-safety-notices-24-to-28-august-2015,/drug-device-alerts/field-safety-notices-24-to-28-august-2015,,
/service-manual/digital-by-default-26-points.html,http://webarchive.nationalarchives.gov.uk/20160609173223/https://www.gov.uk/service-manual/digital-by-default-26-points,,
/trade-tariff/search,https://www.trade-tariff.service.gov.uk/trade-tariff/search,prefix,preserve
/browse/business/imports-exports/embargoes-and-sanctions,/topic/business-enterprise/importing-exporting,,
/browse/business/premises-rates/management-and-use-of-the-ministry-of-defence-estate,/topic/defence-armed-forces/ministry-of-defence-estate,,
/browse/citizenship/charities-honours/running-charity,/topic/running-charity/managing-charity,,
/browse/driving/businesses/transporting-dangerous-goods,/topic/transport/transporting-goods,,
/browse/environment-countryside/wildlife-biodiversity/wildlife-and-habitat-conservation,/topic/environmental-management/wildlife-habitat-conservation,,
/carbon-trust-programme-northern-ireland,/business-finance-support,prefix,
/cbt-compulsory-basic-training/complain-about-a-cbt-course,/motorcycle-cbt/complain,,
/cbt-compulsory-basic-training/overview,/motorcycle-cbt,,
/deposit-foreign-marriage/done,/government/news/marriage-certificate-registry-service-discontinued-for-overseas-brits,,
/design-principles/style-guide/benefits-and-schemes,/guidance/content-design/content-types,,
/design-principles/style-guide/whats-new,/guidance/style-guide/updates,,
/general-rules-all-drivers-riders-103-to-158/control-of-the-vehicle-117-to-126,/guidance/the-highway-code/general-rules-techniques-and-advice-for-all-drivers-and-riders-103-to-158,,
/government/groups/89,/guidance/smart-meters-information-for-industry-and-other-stakeholders,,
/government/organisations/civil-service/groups/civil-service-board,/government/organisations/civil-service-board,,
/government/organisations/department-for-international-development/groups/executive-management-committee,/government/organisations/department-for-international-development/about/our-governance,,
/government/organisations/hm-revenue-customs/groups/change-delivery-committee,/government/organisations/hm-revenue-customs/about/our-governance,,
/government/organisations/national-security/groups/national-security-council,/government/groups/national-security-council,,
/government/organisations/scottish-parliament,/government/organisations/the-scottish-government,,
/government/publications/single-use-plastic-carrier-bags-why-were-introducing-the-charge/single-use-plastic-carrier-bags-why-were-introducing-the-charge,/government/publications/single-use-plastic-carrier-bags-why-were-introducing-the-charge/carrier-bags-why-theres-a-5p-charge,,
/government/uploads/system/uploads/attachment_data/file/345515/legal-aid-evidence-for-private-family-law-matters.pdf,/government/uploads/system/uploads/attachment_data/file/523451/evidence-requirements.pdf,,
/help/accessibility-policies,/help/accessibility,,
/highway-code-penalties/other-consequences-of-offending,/guidance/the-highway-code/annex-5-penalties,,
/motorcycle-practical-test/cancelled-or-stopped-tests-and-bad-weather,/motorcycle-test/test-cancelled-bad-weather,,
/motorways-253-to-273/motorway-signals-255-to-258,/guidance/the-highway-code/motorways-253-to-273,,
/overseas%20passport,/overseas-passports,,
/pensioncredit,/pension-credit,prefix,
/practical-driving-test-for-cars/documents-to-bring-to-your-test,/driving-test/what-to-take,,
/prepare-for-a-flood/get-help-during-a-flood,/help-during-flood,,
/prepare-for-a-flood/improve-your-propertys-flood-protection,/prepare-for-flooding/future-flooding,,
/renewableheatincentive/eligibility,/non-domestic-renewable-heat-incentive,,
/rules-drivers-motorcyclists-89-to-102/fitness-to-drive-90-to-94,/guidance/the-highway-code/rules-for-drivers-and-motorcyclists-89-to-102,,
/rules-for-cyclists-59-to-82/roundabouts-76-to-78,/guidance/the-highway-code/rules-for-cyclists-59-to-82,,
/sa,/topic/personal-tax/self-assessment,,
/self-assesment,/topic/personal-tax/self-assessment,,
/self-assessment-appeals/delaying-payment-of-a-penalty-or-tax-bill-if-youre-appealing,/tax-appeals/delay-payment,,
/social-security-child-support-tribunal/after-you-send-your-appeal,/social-security-child-support-tribunal,,
/social-security-child-support-tribunal/if-you-lose-your-appeal,/social-security-child-support-tribunal/get-a-decision,,
/support/cookies,/help/cookies,,
/tax-buying-selling-shares/buying-shares,/tax-buy-shares,,
/transformation/apply-pip.html,/transformation/exemplars/apply-pip.html,,
/transformation/apply-to-carry-waste.html,/transformation/exemplars/apply-to-carry-waste.html,,
/transformation/apply-visa.html,/transformation/exemplars/apply-visa.html,,
/transformation/book-prison-visit.html,/transformation/exemplars/book-prison-visit.html,,
/transformation/business-tax-account.html,/transformation/exemplars/business-tax-account.html,,
/transformation/passports.html,/transformation/exemplars/passports.html,,
/transformation/self-assessment.html,/transformation/exemplars/self-assessment.html,,
/voluntarynationalinsurance,/voluntary-national-insurance-contributions,prefix,
/government/statistics/announcements/gestation-specific-infant-mortality-in-england-and-wales-2012,/government/statistics/gestation-specific-infant-mortality-in-england-and-wales-2012--6,,
/government/statistics/announcements/labour-market-statistics-october-2014--2,/government/statistics/announcements/labour-market-statistics-october-2015,,
/government/statistics/announcements/nhs-staff-earnings-estimates-provisional-statistics-june-2014--3,/government/statistics/nhs-staff-earnings-estimates-provisional-statistics-june-2014,,
/government/statistics/announcements/parents-country-of-birth-england-and-wales-2013,/government/statistics/parents-country-of-birth-in-england-and-wales-2013,,
/government/statistics/announcements/statutory-homelessness-statistics-july-to-september-2014,/government/statistics/statutory-homelessness-in-england-july-to-september-2014,,
/government/publications/safety-information-from-manufacturers-field-safety-notices/field-safety-notices-21-to-25-september-2015,/drug-device-alerts/field-safety-notices-21-to-25-september-2015,,
/government/publications/safety-information-from-manufacturers-field-safety-notices/field-safety-notices-23-to-27-march-2015,/drug-device-alerts/field-safety-notices-23-to-27-march-2015,,
/government/publications/safety-information-from-manufacturers-field-safety-notices/field-safety-notices-25-to-29-may-2015,/drug-device-alerts/field-safety-notices-25-to-29-may-2015,,
/government/publications/safety-information-from-manufacturers-field-safety-notices/field-safety-notices-8-to-12-june-2015,/drug-device-alerts/field-safety-notices-8-to-12-june-2015,,
/government/publications/safety-information-from-manufacturers-field-safety-notices/field-safety-notices-9-to-13-february-2015,/drug-device-alerts/field-safety-notices-9-to-13-february-2015,,
/government/publications/safety-information-from-manufacturers-field-safety-notices/field-safety-notices-9-to-13-march-2015,/drug-device-alerts/field-safety-notices-9-to-13-march-2015,,
/government/uploads/system/uploads/attachment_data/file/330210/1st_quarter_2014_EFG_Statistics_2.xls,http://british-business-bank.co.uk/wp-content/uploads/2015/02/BBB-011114-44-EFG-business-sectors-and-purposes.pdf,,
/trade-tariff/geographical_areas.json,https://www.trade-tariff.service.gov.uk/trade-tariff/geographical_areas.json,exact,ignore
/trade-tariff/opensearch,https://www.trade-tariff.service.gov.uk/trade-tariff/opensearch,prefix,preserve
/breakdowns-and-incidents-274-to-287/incidents-involving-dangerous-goods-284-to-285,/guidance/the-highway-code/breakdowns-and-incidents-274-to-287,,
/browse/benefits/entitlement/working-with-people-claiming-universal-credit,/topic/benefits-credits/universal-credit,,
/browse/business/generating-energy/energy-market-regulations,/topic/climate-change-energy,,
/browse/business/generating-energy/energy-market-regulations,/topic/climate-change-energy/emissions,,
/browse/business/generating-energy/oil-and-gas-environmental-reporting,/topic/oil-and-gas/environment-reporting-and-regulation,,
/browse/business/imports-exports/classification-of-goods,/government/collections/classification-of-goods,,
/browse/business/imports-exports/transporting-goods,/topic/transport/transporting-goods,,
/browse/business/manufacturing/medicinal-and-medical-device-safety-and-regulation,/topic/medicines-medical-devices-blood,,
/browse/citizenship/charities-honours/public-services-improving-efficiency-and-funding,/topic/government/public-services,,
/browse/citizenship/international-development/development-volunteering-study,/international-development-funding,,
/browse/driving/businesses/crime-on-transport,/topic/transport,,
/browse/driving/businesses/terrorism-and-the-transport-network,/topic/transport,,
/browse/education/student-finance/administration,/topic/higher-education/administration,,
/browse/employing-people/trade-unions/trade-union-administration-and-membership,/topic/work-careers/trade-unions,,
/browse/justice/rights/policing,/topic/crime-policing/policing-crime-prevention,,
/browse/tax/vat/additional-vat-guidance,/topic/business-tax/vat,,
/browse/working/finding-job/applying-for-government-graduate-schemes,/topic/work-careers/government-graduate-schemes,,
/business-growth-grant,/business-finance-support,,
/business-legal-structures/limited-company,/limited-company-formation,,
/capital-gains-tax/capital-gains-tax-on-property,/tax-sell-home,,
/capital-gains-tax/work-out-your-capital-gain-or-loss,/capital-gains-tax/work-out-need-to-pay,,
/cbt-compulsory-basic-training/cbt-if-you-have-a-car-driving-licence,/motorcycle-cbt/car-driving-licence,,
/cbt-compulsory-basic-training/islands-where-you-dont-need-cbt,/motorcycle-cbt/offshore-islands,,
/copyofpolicerecords,/copy-of-police-records,,
/council-tax-benefit,/apply-council-tax-reduction,prefix,
/design-principles/style-guide/images,/guidance/content-design/image-copyright-standards-for-gov-uk,,
/design-principles/style-guide/publications,/guidance/content-design/content-types,,
/design-principles/style-guide/writing-for-govuk,/guidance/content-design/writing-for-gov-uk,,
/family-visit-visa/overview,/standard-visitor-visa,,
/femalegenitalmutilation,/female-genital-mutilation-help-advice,,
/find-your-national-insurance-number-if-its-lost,/lost-national-insurance-number,,
/general-rules-all-drivers-riders-103-to-158/lines-and-lane-markings-on-the-road-127-to-132,/guidance/the-highway-code/general-rules-techniques-and-advice-for-all-drivers-and-riders-103-to-158,,
/government/organisations/national-security/groups/joint-intelligence-committee,/government/groups/joint-intelligence-committee,,
/general-rules-all-drivers-riders-103-to-158/other-stopping-procedures-107-to-112,/guidance/the-highway-code/general-rules-techniques-and-advice-for-all-drivers-and-riders-103-to-158,,
/government/organisations/hm-revenue-customs/groups/audit-and-risk-committee,/government/organisations/hm-revenue-customs/about/our-governance,,
/government/organisations/hm-revenue-customs/groups/people-committee,/government/organisations/hm-revenue-customs/about/our-governance,,
/government/organisations/independent-living-fund/groups/independent-living-fund-board-of-trustees,/independent-livingfund,,
/government/organisations/ministry-of-defence/groups/ministry-of-defence-police-committee,/government/organisations/ministry-of-defence/about/our-governance,,
/government/organisations/national-security/groups/joint-intelligence-organisation,/government/groups/joint-intelligence-organisation,,
/government/organisations/nuclear-decommissioning-authority/groups/executive-team--2,/government/organisations/nuclear-decommissioning-authority/about/our-governance,,
/government/organisations/office-of-qualifications-and-examinations-regulation/about/staff-update,/government/organisations/ofqual/about/staff-update,,
/government/organisations/radioactive-waste-management/groups/our-board,/government/organisations/nuclear-decommissioning-authority/about/our-governance,,
/government/organisations/the-charity-commission-for-england-and-wales,/government/organisations/charity-commission,,
/government/organisations/veterinary-products-committee/groups/members,/government/organisations/veterinary-products-committee,,
/government/uploads/system/uploads/attachment_data/file/209893/may-2013.xls,/government/uploads/system/uploads/attachment_data/file/451853/dft-30-day-prompt-payment-data-2013.csv,,
/government/uploads/system/uploads/attachment_data/file/376595/legal-aid-criminal-manual-jul-14.pdf,/government/uploads/system/uploads/attachment_data/file/604414/criminal-legal-aid-manual-april-2017.pdf,,
/government/uploads/system/uploads/attachment_data/file/48822/reported-road-casualties-gb-notes-definitions.pdf,/government/uploads/system/uploads/attachment_data/file/462818/reported-road-casualties-gb-notes-definitions.pdf,,
/motorcycle-practical-test/your-test-result,/motorcycle-test/module-1-offroad-test,,
/national-insurance-contributions-for-employers/calculating-and-paying-national-insurance-contributions,/running-payroll/deductions,,
/nipso-funds,/business-finance-support,prefix,
/packaging-waste-producer-supplier-responsibilities/overview,/guidance/packaging-producer-responsibilities,,
/pay-foreign-marriage-certificates/confirm,/marriage-abroad,,
/pay-legalisation-post/done,/get-document-legalised,,
/rules-pedestrians-1-to-35/general-guidance-1-to-6,/guidance/the-highway-code/rules-for-pedestrians-1-to-35,,
/rules-powered-wheelchairs-mobility-scooters-36-46/on-pavements-38-to-40,/guidance/the-highway-code/rules-for-users-of-powered-wheelchairs-and-mobility-scooters-36-to-46,,
/rules-powered-wheelchairs-mobility-scooters-36-46/powered-wheelchairs-and-mobility-scooters-36-to-37,/guidance/the-highway-code/rules-for-users-of-powered-wheelchairs-and-mobility-scooters-36-to-46,,
/self,/topic/personal-tax/self-assessment,,
/service-manual/user-centred-design/resources/colour-palettes,/service-manual/design/using-the-govuk-template-frontend-toolkit-and-elements,,
/startup,/set-up-business,prefix,
/static/overseas-passport/OS_Payment_Instruction.pdf,/government/publications/overseas-passport-creditdebit-card-payment-authorisation,,
/support,/help,,
/transformation/apply-pip,/transformation/exemplars/apply-pip,,
/transformation/apply-visa,/transformation/exemplars/apply-visa,,
/transformation/self-assessment,/transformation/exemplars/self-assessment,,
/vehicle-maintenance-safety-security/vehicle-maintenance,/guidance/the-highway-code/annex-6-vehicle-maintenance-safety-and-security,,
/working-abroad/national-insurance,/national-insurance-if-you-go-abroad,,
/government/statistics/announcements/improving-access-to-psychological-therapies-iapt-in-england-final-experimental-statistics-january-2014-to-march-2015,/government/statistics/improving-access-to-psychological-therapies-dataset-reports-final-experimental-statistics-and-related-information-april-2014-to-june-2014,,
/government/statistics/announcements/local-authority-housing-statistics-for-england-2013-to-2014,/government/statistics/local-authority-housing-statistics-year-ending-march-2014,,
/government/statistics/announcements/northern-ireland-household-projections-2012-based,/government/statistics/northern-ireland-household-projections-2012-based--2,,
/government/statistics/announcements/serious-incident-notifications-from-local-authority-childrens-services,/government/statistics/announcements/serious-incident-notifications-from-local-authority-childrens-services--2,,
/government/statistics/announcements/sickness-absence-rates-in-the-nhs-april-2014-to-june-2014,/government/statistics/nhs-sickness-absence-rates-april-2014-to-june-2014,,
/government/statistics/announcements/statistics-on-alcohol-england-2014-additional-tables,/government/statistics/statistics-on-alcohol-england-2014-additional-tables--2,,
/government/publications/safety-information-from-manufacturers-field-safety-notices/field-safety-notices-29-june-to-3-july-2015,/drug-device-alerts/field-safety-notices-29-june-to-3-july-2015,,
/government/uploads/system/uploads/attachment_data/file/192532/Enterprise_Finance_Guarantee_FAQs.pdf,http://british-business-bank.co.uk/wp-content/uploads/2015/02/BBB-011114-44-EFG-business-sectors-and-purposes.pdf,,
/service-manual/digital-by-default-26-points,http://webarchive.nationalarchives.gov.uk/20160609173223/https://www.gov.uk/service-manual/digital-by-default-26-points,,
/breakdowns-and-incidents-274-to-287/documentation-286-to-287,/guidance/the-highway-code/breakdowns-and-incidents-274-to-287,,
/browse/business/generating-energy/oil-and-gas-exploration-and-production,/topic/oil-and-gas/exploration-and-production,,
/browse/business/sale-goods-services-data/military-equipment-logistics-and-technology,/topic/defence-armed-forces/military-equipment-logistics-technology,,
/browse/citizenship/international-development/development-funding-business,/international-development-funding,,
/browse/driving/businesses/transport-research-and-development,/topic/transport,,
/browse/housing/local-councils/planning-officer-guidance,/topic/planning-development/planning-officer-guidance,,
/browse/visas-immigration/sponsor-workers-students/endorsing-sponsoring-and-supporting-visa-applicants,/topic/immigration-operational-guidance/sponsorship,,
/business-finance-support-finder/search,/business-finance-support,,
/maternity-leave-pay-employees,/employers-maternity-pay-leave,prefix,
/car-tax-disc-vehicle-licence-using-form-v10,/car-tax-disc-without-v11-reminder,,
/design-principles/style-guide/government-responses,/guidance/content-design/content-types,,
/driver-certificate-of-professional-competence-cpc/overview,/become-lorry-bus-driver,,
/driving-adverse-weather-conditions-226-to-237/overview-226,/guidance/the-highway-code/driving-in-adverse-weather-conditions-226-to-237,,
/driving-adverse-weather-conditions-226-to-237/windy-weather-232-to-233,/guidance/the-highway-code/driving-in-adverse-weather-conditions-226-to-237,,
/driving-medical-conditions/tax-disc-exemptions,/driving-medical-conditions/vehicle-tax-exemptions,,
/dsa-taxi-driving-test,/taxi-driver-licence,,
/expenses-and-benefits-tips-and-service-charges/overview,/running-payroll/payments,,
/find-family-information-service,/find-registered-childminder,prefix,
/getting-an-mot/replacing-a-lost-or-damaged-mot-certificate,/replacing-lost-damaged-mot-certificate,,
/government/organisations/hm-revenue-customs/groups/people-matters-committee,/government/organisations/hm-revenue-customs/about/our-governance,,
/government/organisations/ministry-of-defence/groups/defence-suppliers-forum,/government/organisations/ministry-of-defence/about/our-governance,,
/government/organisations/the-prime-ministers-office-number-10,/government/organisations/prime-ministers-office-10-downing-street,,
/government/organisations/uk-atomic-energy-authority/groups/ukaea-management-board,/government/organisations/uk-atomic-energy-authority/about/our-governance,,
/government/publications/single-use-plastic-carrier-bags-why-were-introducing-the-charge/single-use-plastic-carrier-bags-explaining-the-charge,/government/publications/single-use-plastic-carrier-bags-why-were-introducing-the-charge/carrier-bags-why-theres-a-5p-charge,,
/government/topical-events/isil-uk-government-response,/government/topical-events/daesh,,
/government/uploads/system/uploads/attachment_data/file/193503/february-2013.xls,/government/uploads/system/uploads/attachment_data/file/451853/dft-30-day-prompt-payment-data-2013.csv,,
/government/world/jerusalem,/world/the-occupied-palestinian-territories,,
/in-work-credit/further-information,/in-work-credit,,
/legal-aid-eligibility-calculator,/check-legal-aid,,
/motorways-253-to-273/joining-the-motorway-259,/guidance/the-highway-code/motorways-253-to-273,,
/ohsbas-business-loan,/business-finance-support,,
/personal-independence-payment,/pip,,
/prepare-for-a-flood/get-insurance,/prepare-for-flooding/get-insurance,,
/report-extremism,/report-terrorism,,
/self-assessment-appeals/appeal-against-a-penalty,/tax-appeals/penalty,,
/selfassesment,/topic/personal-tax/self-assessment,,
/service-manual/user-centred-design/resources/grids.html,/service-manual/design/using-the-govuk-template-frontend-toolkit-and-elements,,
/service-manual/user-centred-design/writing-government-services.html,/service-manual,,
/set-up-business-partnership/partnership-changes,/tell-hmrc-changed-business-details,,
/set-up-business-partnership/partnership-tax-return,/self-assessment-tax-returns,,
/set-up-business-uk/further-information,/business-support-helpline,,
/statutory-sick-pay-ssp,/statutory-sick-pay,prefix,
/taxable-income/how-you-pay-tax-on-your-income,/income-tax/how-you-pay-income-tax,,
/transformation/land-registry,/transformation/exemplars/land-registry,,
/transformation/pay-tribunal-fees,/transformation/exemplars/pay-tribunal-fees,,
/transformation/pay-tribunal-fees.html,/transformation/exemplars/pay-tribunal-fees.html,,
/transformation/redundancy-payment.html,/transformation/exemplars/redundancy-payment.html,,
/travel-grants-medical-dental-students-england,/travel-grants-students-england,,
/using-the-road-159-to-203/general-rules-159-to-161,/guidance/the-highway-code/using-the-road-159-to-203,,
/west-scotland-loan-fund-wslf-helensburgh-lomond,/business-finance-support,,
/wills-probate-inheritance/if-you-inherit-property,/tax-property-money-shares-you-inherit,,
/government/statistics/announcements/local-government-pension-scheme-funds-england-2013-14,/government/statistics/local-government-pension-scheme-funds-for-england-2013-to-2014,,
/cloudstore,http://gcloud.civilservice.gov.uk/cloudstore/,,
/government/statistics/announcements/nhs-continuing-healthcare-activity-in-england-january-to-march-2014-to-2015,/government/statistics/nhs-continuing-healthcare-activity-in-england-april-to-june-and-july-to-september-2014,,
/government/statistics/announcements/psychological-therapies-in-england-annual-report-on-the-use-of-iapt-services-2012-to-2013,/government/statistics/psychological-therapies-annual-report-on-use-of-improving-access-to-psychological-therapies-iapt-services-england-2013-to-2014,,
/government/publications/safety-information-from-manufacturers-field-safety-notices/field-safety-notices-26-to-30-october-2015,/drug-device-alerts/field-safety-notices-26-to-30-october-2015,,
/government/publications/safety-information-from-manufacturers-field-safety-notices/field-safety-notices-7-to-10-april-2015,/drug-device-alerts/field-safety-notices-7-to-10-april-2015,,
/trade-tariff/healthcheck,https://www.trade-tariff.service.gov.uk/trade-tariff/healthcheck,prefix,preserve
/breakdowns-and-incidents-274-to-287/additional-rules-for-motorways-275-to-278,/guidance/the-highway-code/breakdowns-and-incidents-274-to-287,,
/browse/business/licences/chemical-licensing,/topic/business-enterprise/licensing,,
/browse/business/manufacturing/manufacturing-regulations,/topic/business-enterprise/manufacturing,,
/browse/citizenship/charities-honours/military-awards-and-commemorations,/topic/defence-armed-forces/military-awards-commemorations,,
/browse/citizenship/international-development/development-funding-local-government,/international-development-funding,,
/browse/housing/local-councils/building-regulations:-appeals-and-determinations,/topic/planning-development/building-regulations,,
/childcare-tax-credits/eligibility,/help-with-childcare-costs/tax-credits,,
/council-tax/problems-paying-and-financial-help,/council-tax-arrears,,
/deposit-foreign-marriage/start,/government/news/marriage-certificate-registry-service-discontinued-for-overseas-brits,,
/design-principles/style-guide/people-and-roles,/guidance/content-design/content-types,,
/familyhistory,/research-family-history,,
/findlostpension,/find-pension-contact-details,,
/get-birthday-or-anniversary-message-from-the-queen,/get-birthday-anniversary-message-from-queen,,
/government/groups/85,/guidance/smart-meters-information-for-industry-and-other-stakeholders,,
/government/groups/91,/guidance/smart-meters-information-for-industry-and-other-stakeholders,,
/government/groups/92,/guidance/smart-meters-information-for-industry-and-other-stakeholders,,
/government/organisations/companies-house/groups/audit-committee-companies-house,/government/organisations/companies-house/about/our-governance,,
/government/organisations/department-for-communities-and-local-government/groups/nominations-and-governance-committee,/government/organisations/department-for-communities-and-local-government/about/our-governance,,
/government/organisations/hm-revenue-customs/groups/ethics-and-responsibilities-committee,/government/organisations/hm-revenue-customs/about/our-governance,,
/government/organisations/hm-revenue-customs/groups/investment-committee,/government/organisations/hm-revenue-customs/about/our-governance,,
/government/organisations/hm-revenue-customs/groups/performance-committee,/government/organisations/hm-revenue-customs/about/our-governance,,
/government/organisations/national-assembly-for-wales,/government/organisations/welsh-government,,
/government/publications/employment-intermediaries-reporting-requirements/what-the-changes-mean,/government/publications/employment-intermediaries-reporting-requirements/what-this-means-for-an-intermediary,,
/government/statistics/announcements/retail-sales-august-2013,/government/statistics/announcements/retail-sales-august-2015,,
/government/uploads/system/uploads/attachment_data/file/488593/Sample_KS1_GPS_Paper_1_spelling_instructions_-_MLP_-_top_sheet_PDFA.pdf,/government/publications/2016-key-stage-1-english-grammar-punctuation-and-spelling-sample-modified-test-administration-instructions,,
/government/uploads/system/uploads/attachment_data/file/620355/Terms_of_reference_for_the_Article_50_negotiations_between_the_United_Kingdom_and_the_European_Union.pdf,/government/publications/terms-of-reference-for-the-article-50-negotiations-between-the-united-kingdom-and-the-european-union,,
/help/feedback,/contact,,
/importing-live-fish-molluscs-and-crustacea,/guidance/import-or-export-live-fish-and-shellfish,,
/importing-vehicles-into-the-uk/vat-duty-and-tax-vehicles-from-outside-the-eu,/importing-vehicles-into-the-uk/telling-hmrc,,
/keep-or-release-non-native-fish-england-and-wales/cefas,/guidance/introduce-or-keep-non-native-fish-and-shellfish,,
/motorcycle-practical-test/report-an-impersonator,/report-driving-test-impersonation,,
/motorways-253-to-273/leaving-the-motorway-272-to-273,/guidance/the-highway-code/motorways-253-to-273,,
/motorways-253-to-273/overtaking-267-to-269,/guidance/the-highway-code/motorways-253-to-273,,
/motorways-253-to-273/stopping-270-to-271,/guidance/the-highway-code/motorways-253-to-273,,
/national-insurance-contributions-for-employers/national-insurance-contribution-rates,/national-insurance-rates-letters/contribution-rates,,
/national-insurance-number,/apply-national-insurance-number,,
/overseaspassports,/overseas-passports,,
